LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 3637390, 3399321, 3.299068837820525, 88.1109022556391, 44.12008015147882,
1, 7159, 0, 14.303673697443777, 25.0, 12.518337408312957,
2, 7159, 0, 14.303673697443777, 25.0, 12.518337408312957,
3, 830425, 742716, 4.8168106692356325, 79.71938775510205, 39.91816775609999,
4, 1816664, 1666305, 4.22752914132718, 89.28571428571429, 44.70834788683196,
5, 1706352, 1555993, 4.500829840501843, 89.28571428571429, 44.70834788683196,
